Welcome to SHARC!

         41793450 function calls (41758184 primitive calls) in 87.491 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4252    0.004    0.000    0.009    0.000 artist.py:1555(aliased_name)
        1    0.000    0.000    0.009    0.009 _distn_infrastructure.py:1(<module>)
     2033    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     1387    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
      276    0.001    0.000    0.008    0.000 constructor.py:132(construct_mapping)
        1    0.000    0.000    0.008    0.008 request.py:1(<module>)
     2717    0.007    0.000    0.008    0.000 numeric.py:67(zeros_like)
     1464    0.004    0.000    0.008    0.000 scanner.py:545(fetch_value)
        9    0.000    0.000    0.008    0.001 common.py:1(<module>)
       20    0.000    0.000    0.008    0.000 _distn_infrastructure.py:3240(_construct_docstrings)
       13    0.000    0.000    0.008    0.001 construction.py:96(arrays_to_mgr)
      722    0.008    0.000    0.008    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.004    0.000    0.008    0.001 simulation_downlink.py:146(power_control)
    16512    0.008    0.000    0.008    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.008    0.008 series.py:1(<module>)
     2660    0.006    0.000    0.008    0.000 {method 'shuffle' of 'numpy.random.mtrand.RandomState' objects}
        2    0.000    0.000    0.008    0.004 _aliases.py:1(<module>)
       80    0.000    0.000    0.008    0.000 tags.py:471(_linux_platforms)
       26    0.001    0.000    0.008    0.000 construction.py:517(sanitize_array)
     2424    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.008    0.008 subprocess.py:1165(communicate)
        1    0.000    0.000    0.008    0.008 subprocess.py:2062(_communicate)
       78    0.000    0.000    0.008    0.000 _manylinux.py:207(platform_tags)
        1    0.000    0.000    0.008    0.008 axis3d.py:1(<module>)
       81    0.000    0.000    0.008    0.000 dataclasses.py:661(_cmp_fn)
     2660    0.008    0.000    0.008    0.000 topology.py:44(transform_ue_xyz)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
       13    0.000    0.000    0.007    0.001 construction.py:596(_homogenize)
        1    0.000    0.000    0.007    0.007 simulation.py:203(initialize)
     1040    0.001    0.000    0.007    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.007    0.002 _basic.py:1(<module>)
        2    0.000    0.000    0.007    0.004 selectors.py:402(select)
       77    0.000    0.000    0.007    0.000 dataclasses.py:627(_repr_fn)
        2    0.007    0.004    0.007    0.004 {method 'poll' of 'select.poll' objects}
      128    0.000    0.000    0.007    0.000 _distn_infrastructure.py:635(__init__)
       76    0.000    0.000    0.007    0.000 _manylinux.py:171(_is_compatible)
    64522    0.007    0.000    0.007    0.000 fromnumeric.py:1764(_ravel_dispatcher)
    65115    0.007    0.000    0.007    0.000 {built-in method numpy.asanyarray}
     8054    0.003    0.000    0.007    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    10656    0.004    0.000    0.007    0.000 getlimits.py:484(__new__)
        1    0.000    0.000    0.007    0.007 font_manager.py:1(<module>)
       26    0.005    0.000    0.007    0.000 cast.py:124(maybe_convert_platform)
      281    0.001    0.000    0.007    0.000 _compiler.py:511(_compile_info)
     9173    0.007    0.000    0.007    0.000 {method 'splitlines' of 'str' objects}
      988    0.003    0.000    0.007    0.000 typing.py:175(_type_check)
        1    0.000    0.000    0.007    0.007 quiver.py:1(<module>)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:1(<module>)
      276    0.000    0.000    0.007    0.000 parser.py:422(parse_block_mapping_first_key)
      278    0.001    0.000    0.007    0.000 overrides.py:83(verify_matching_signatures)
       29    0.001    0.000    0.007    0.000 typing.py:2780(__new__)
    10104    0.005    0.000    0.007    0.000 reader.py:114(get_mark)
      320    0.001    0.000    0.007    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.007    0.007 _json.py:1(<module>)
     2952    0.002    0.000    0.006    0.000 constructor.py:67(construct_object)
        3    0.000    0.000    0.006    0.002 datetimes.py:1(<module>)
     1566    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:420(__exit__)
      642    0.003    0.000    0.006    0.000 enum.py:254(__set_name__)
     1387    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        1    0.000    0.000    0.006    0.006 parameters_ras.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _entropy.py:1(<module>)
     9499    0.004    0.000    0.006    0.000 enum.py:726(__call__)
        1    0.000    0.000    0.006    0.006 cm.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _misc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 socket.py:1(<module>)
        1    0.000    0.000    0.006    0.006 reader.py:1(<module>)
     2940    0.004    0.000    0.006    0.000 resolver.py:143(resolve)
        1    0.000    0.000    0.006    0.006 _minimize.py:1(<module>)
        2    0.000    0.000    0.006    0.003 category.py:1(<module>)
        1    0.000    0.000    0.006    0.006 reader.py:45(Reader)
       13    0.001    0.000    0.006    0.000 enum.py:919(_convert_)
     5530    0.001    0.000    0.006    0.000 <frozen abc>:117(__instancecheck__)
      508    0.000    0.000    0.006    0.000 tags.py:172(cpython_tags)
        1    0.000    0.000    0.006    0.006 _array_like.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _rotation_groups.py:1(<module>)
     8004    0.006    0.000    0.006    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     9967    0.006    0.000    0.006    0.000 {method 'split' of 'str' objects}
     2785    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:79(__init__)
       48    0.000    0.000    0.006    0.000 _internal.py:24(inner)
        1    0.000    0.000    0.006    0.006 ExifTags.py:1(<module>)
       29    0.000    0.000    0.006    0.000 typing.py:2761(_make_nmtuple)
        1    0.000    0.000    0.005    0.005 client.py:1(<module>)
        1    0.001    0.001    0.005    0.005 helpers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.005    0.005 frame.py:509(DataFrame)
        1    0.000    0.000    0.005    0.005 generic.py:244(NDFrame)
        3    0.000    0.000    0.005    0.002 readers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 scale.py:1(<module>)
     2352    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        1    0.000    0.000    0.005    0.005 parameters_single_earth_station.py:1(<module>)
     9304    0.004    0.000    0.005    0.000 _parser.py:261(get)
        1    0.000    0.000    0.005    0.005 textpath.py:1(<module>)
 2634/360    0.001    0.000    0.005    0.000 <frozen abc>:121(__subclasscheck__)
       18    0.000    0.000    0.005    0.000 rcsetup.py:799(validate_cycler)
        2    0.000    0.000    0.005    0.003 _adapters.py:1(<module>)
      947    0.002    0.000    0.005    0.000 _docscrape.py:68(read_to_condition)
       48    0.000    0.000    0.005    0.000 __init__.py:1347(_add_data_doc)
     3163    0.002    0.000    0.005    0.000 typing.py:1188(__setattr__)
       95    0.000    0.000    0.005    0.000 typing.py:514(__getitem__)
        1    0.000    0.000    0.005    0.005 _multivariate.py:1(<module>)
     1212    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
    42694    0.005    0.000    0.005    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.005    0.005 _geometric_slerp.py:1(<module>)
 2634/360    0.004    0.000    0.005    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.005    0.002 patches.py:2211(__init_subclass__)
        6    0.000    0.000    0.005    0.001 patches.py:2253(pprint_styles)
        1    0.000    0.000    0.005    0.005 crs.py:1593(__init__)
       82    0.001    0.000    0.005    0.000 _docscrape.py:218(_parse_param_list)
        1    0.000    0.000    0.005    0.005 common.py:8(pyparsing_common)
      155    0.001    0.000    0.005    0.000 sharc_geom.py:61(get_rotation_matrix)
     7980    0.003    0.000    0.005    0.000 antenna_s1528.py:27(add_beam)
        1    0.000    0.000    0.005    0.005 _root.py:1(<module>)
        1    0.000    0.000    0.005    0.005 main.py:1(<module>)
        1    0.000    0.000    0.005    0.005 station_factory.py:1(<module>)
    11676    0.004    0.000    0.005    0.000 reader.py:94(prefix)
        2    0.000    0.000    0.005    0.002 _typing.py:1(<module>)
    30487    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
      325    0.001    0.000    0.005    0.000 function_base.py:497(add_newdoc)
        1    0.000    0.000    0.005    0.005 distance.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cm.py:32(_gen_cmap_registry)
    12509    0.004    0.000    0.005    0.000 {built-in method builtins.setattr}
      734    0.000    0.000    0.005    0.000 _docscrape.py:78(read_to_next_empty_line)
       91    0.001    0.000    0.005    0.000 typing.py:746(Literal)
        2    0.000    0.000    0.005    0.002 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.005    0.005 case.py:1(<module>)
        2    0.000    0.000    0.005    0.002 crs.py:360(transform_points)
        1    0.000    0.000    0.005    0.005 ewm.py:1(<module>)
       50    0.000    0.000    0.005    0.000 {method 'clip' of 'numpy.ndarray' objects}
    10681    0.003    0.000    0.005    0.000 _parser.py:168(__getitem__)
     5530    0.002    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.005    0.002 crs.py:48(_safe_pj_transform)
        1    0.000    0.000    0.005    0.005 _parser.py:1(<module>)
      881    0.002    0.000    0.004    0.000 enum.py:390(__setitem__)
        2    0.000    0.000    0.004    0.002 _internal.py:1(<module>)
     2599    0.002    0.000    0.004    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.004    0.004 describe.py:1(<module>)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
       12    0.000    0.000    0.004    0.000 core.py:1132(parse_string)
     2676    0.003    0.000    0.004    0.000 scanner.py:295(save_possible_simple_key)
      148    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       20    0.002    0.000    0.004    0.000 enum.py:1708(convert_class)
    23240    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.004    0.004 message.py:1(<module>)
        2    0.000    0.000    0.004    0.002 crs.py:43(_get_transformer_from_crs)
        2    0.000    0.000    0.004    0.002 transformer.py:552(from_crs)
        2    0.000    0.000    0.004    0.002 transformer.py:325(__init__)
        2    0.004    0.002    0.004    0.002 transformer.py:99(__call__)
        1    0.000    0.000    0.004    0.004 table.py:1(<module>)
       33    0.000    0.000    0.004    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.004    0.004 lapack.py:1(<module>)
    15960    0.004    0.000    0.004    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 _codata.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
      605    0.001    0.000    0.004    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.004    0.004 antenna_factory.py:1(<module>)
    33084    0.004    0.000    0.004    0.000 scanner.py:264(next_possible_simple_key)
        1    0.000    0.000    0.004    0.004 _filters.py:1(<module>)
      776    0.002    0.000    0.004    0.000 _docscrape.py:168(_is_at_section)
        1    0.000    0.000    0.004    0.004 parameters_single_earth_station.py:11(ParametersSingleEarthStation)
       11    0.000    0.000    0.004    0.000 orbit_model.py:110(get_orbit_positions_random_time)
      839    0.000    0.000    0.004    0.000 typing.py:723(<genexpr>)
        1    0.000    0.000    0.004    0.004 _axis_nan_policy.py:1(<module>)
     1212    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
     2785    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.004    0.004 resolver.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _char_codes.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog.py:1(<module>)
       11    0.001    0.000    0.004    0.000 orbit_model.py:114(__get_satellite_positions)
        2    0.000    0.000    0.004    0.002 _matfuncs.py:1(<module>)
      172    0.001    0.000    0.004    0.000 <frozen abc>:110(register)
    24049    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.004    0.004 __init__.py:336(Version)
    10673    0.002    0.000    0.004    0.000 numeric.py:1855(isscalar)
     1366    0.002    0.000    0.004    0.000 inspect.py:175(get_annotations)
        1    0.000    0.000    0.004    0.004 _docscrape.py:1(<module>)
        2    0.000    0.000    0.004    0.002 enums.py:1(<module>)
    16322    0.004    0.000    0.004    0.000 {method 'keys' of 'dict' objects}
    45/12    0.000    0.000    0.004    0.000 typing.py:1267(__getitem__)
        1    0.000    0.000    0.004    0.004 _dtype.py:1(<module>)
      496    0.001    0.000    0.003    0.000 typing.py:262(_collect_parameters)
      665    0.001    0.000    0.003    0.000 inspect.py:3066(replace)
      469    0.001    0.000    0.003    0.000 typing.py:1147(__init__)
    25393    0.003    0.000    0.003    0.000 {built-in method builtins.issubclass}
     3636    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
        2    0.000    0.000    0.003    0.002 dtypes.py:1(<module>)
        1    0.000    0.000    0.003    0.003 secrets.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _secondary_axes.py:1(<module>)
       19    0.000    0.000    0.003    0.000 _decorators.py:294(decorate)
     7581    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
      148    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
     1212    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        2    0.000    0.000    0.003    0.002 interval.py:1(<module>)
        2    0.000    0.000    0.003    0.002 format.py:1(<module>)
     3240    0.001    0.000    0.003    0.000 scanner.py:125(peek_token)
       13    0.000    0.000    0.003    0.000 rcsetup.py:401(validate_font_properties)
     1260    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
  1623/43    0.001    0.000    0.003    0.000 copy.py:118(deepcopy)
       10    0.000    0.000    0.003    0.000 _fontconfig_pattern.py:80(parse_fontconfig_pattern)
        3    0.000    0.000    0.003    0.001 accessor.py:1(<module>)
       15    0.000    0.000    0.003    0.000 _bunch.py:32(_make_tuple_bunch)
       10    0.000    0.000    0.003    0.000 core.py:5706(__init__)
   306/12    0.001    0.000    0.003    0.000 core.py:809(_parseNoCache)
